"tau","CA","CB","CP","CI","V_axial","X_A","Y_P","S_P","purity","production_rate","reactor"
7.2812291249165,0.111465142868481,0.311465142868481,0.804516224669617,0.0840186324619011,21.8436873747495,0.888534857131519,0.804516224669617,0.905441376111476,0.905441376111476,2.41354867400885,"PFR"
7.34802939211757,0.110129990714463,0.310129990714463,0.80572512667463,0.0841448826109062,22.0440881763527,0.889870009285537,0.80572512667463,0.905441376113005,0.905441376113005,2.41717538002389,"PFR"
7.41482965931864,0.108816418654391,0.308816418654391,0.806914489169662,0.0842690921759465,22.2444889779559,0.891183581345609,0.806914489169662,0.905441376114505,0.905441376114505,2.42074346750899,"PFR"
7.48162992651971,0.107523946232846,0.307523946232846,0.808084747178929,0.0843913065882246,22.4448897795591,0.892476053767154,0.808084747178929,0.905441376115976,0.905441376115976,2.42425424153679,"PFR"
7.54843019372078,0.106252107057562,0.306252107057561,0.809236322993287,0.084511569949151,22.6452905811623,0.893747892942438,0.809236322993287,0.90544137611742,0.90544137611742,2.42770896897986,"PFR"
7.61523046092184,0.105000448288178,0.305000448288178,0.810369626633135,0.0846299250786864,22.8456913827655,0.894999551711822,0.810369626633135,0.905441376118837,0.905441376118837,2.4311088798994,"PFR"
7.68203072812291,0.103768530147146,0.303768530147145,0.811485056291263,0.0847464135615904,23.0460921843687,0.896231469852854,0.811485056291263,0.905441376120227,0.905441376120227,2.43445516887379,"PFR"
7.74883099532398,0.102555925451659,0.302555925451659,0.81258299875666,0.0848610757916807,23.2464929859719,0.897444074548341,0.81258299875666,0.905441376121592,0.905441376121592,2.43774899626998,"PFR"
7.81563126252505,0.101362219165587,0.301362219165587,0.81366382982021,0.0849739510142023,23.4468937875752,0.898637780834413,0.81366382982021,0.905441376122933,0.905441376122933,2.44099148946063,"PFR"
7.88243152972612,0.100187007970391,0.300187007970391,0.814727914663207,0.0850850773664008,23.6472945891784,0.899812992029609,0.814727914663207,0.905441376124249,0.905441376124249,2.44418374398962,"PFR"
7.94923179692719,0.0990298998541192,0.299029899854119,0.815775608229494,0.0851944919163866,23.8476953907816,0.900970100145881,0.815775608229494,0.905441376125541,0.905441376125541,2.44732682468848,"PFR"
8.01603206412826,0.0978905137175725,0.297890513717572,0.816807255582052,0.0853022307003751,24.0480961923848,0.902109486282427,0.816807255582052,0.90544137612681,0.90544137612681,2.45042176674616,"PFR"
8.08283233132933,0.0967684789968342,0.296768478996834,0.817823192244786,0.0854083287583799,24.248496993988,0.903231521003166,0.817823192244786,0.905441376128057,0.905441376128057,2.45346957673436,"PFR"
8.1496325985304,0.0956634353013569,0.295663435301357,0.818823744530208,0.0855128201684348,24.4488977955912,0.904336564698643,0.818823744530208,0.905441376129282,0.905441376129282,2.45647123359062,"PFR"
8.21643286573146,0.0945750320668742,0.294575032066874,0.819809229853711,0.0856157380794142,24.6492985971944,0.905424967933126,0.819809229853711,0.905441376130485,0.905441376130485,2.45942768956113,"PFR"
8.28323313293253,0.0935029282224292,0.293502928222429,0.820779957035052,0.085717114742518,24.8496993987976,0.906497071777571,0.820779957035052,0.905441376131668,0.905441376131668,2.46233987110516,"PFR"
8.3500334001336,0.092446791870856,0.292446791870856,0.821736226587658,0.0858169815414852,25.0501002004008,0.907553208129144,0.821736226587658,0.905441376132831,0.905441376132831,2.46520867976297,"PFR"
8.41683366733467,0.0914062999820846,0.291406299982084,0.82267833099632,0.0859153690215943,25.250501002004,0.908593700017915,0.82267833099632,0.905441376133973,0.905441376133973,2.46803499298896,"PFR"
8.48363393453574,0.0903811380986709,0.290381138098671,0.82360655498382,0.0860123069175082,25.4509018036072,0.909618861901329,0.82360655498382,0.905441376135096,0.905441376135096,2.47081966495146,"PFR"
8.55043420173681,0.0893710000529893,0.289371000052989,0.824521175766994,0.0861078241800159,25.6513026052104,0.910628999947011,0.824521175766994,0.9054413761362,0.9054413761362,2.47356352730098,"PFR"
8.61723446893788,0.0883755876955511,0.288375587695551,0.825422463302726,0.0862019490017226,25.8517034068136,0.911624412304449,0.825422463302726,0.905441376137286,0.905441376137286,2.47626738990818,"PFR"
8.68403473613895,0.0873946106339419,0.287394610633942,0.826310680524323,0.0862947088417349,26.0521042084168,0.912605389366058,0.826310680524323,0.905441376138354,0.905441376138354,2.47893204157297,"PFR"
8.75083500334001,0.0864277859818968,0.286427785981897,0.827186083568714,0.0863861304493886,26.25250501002,0.913572214018103,0.827186083568714,0.905441376139404,0.905441376139404,2.48155825070614,"PFR"
8.81763527054108,0.0854748381180573,0.285474838118057,0.828048921994882,0.0864762398870597,26.4529058116233,0.914525161881943,0.828048921994882,0.905441376140437,0.905441376140437,2.48414676598465,"PFR"
8.88443553774215,0.0845354984539762,0.284535498453976,0.828899438993921,0.0865650625521019,26.6533066132265,0.915464501546024,0.828899438993921,0.905441376141452,0.905441376141452,2.48669831698176,"PFR"
8.95123580494322,0.0836095052109605,0.28360950521096,0.829737871591091,0.0866526231979479,26.8537074148297,0.91639049478904,0.829737871591091,0.905441376142452,0.905441376142452,2.48921361477327,"PFR"
9.01803607214429,0.082696603205361,0.282696603205361,0.830564450840226,0.0867389459544122,27.0541082164329,0.917303396794639,0.830564450840226,0.905441376143435,0.905441376143435,2.49169335252068,"PFR"
9.08483633934536,0.081796543641939,0.281796543641939,0.831379402010831,0.0868240543472299,27.2545090180361,0.918203456358061,0.831379402010831,0.905441376144403,0.905441376144403,2.49413820603249,"PFR"
9.15163660654643,0.0809090839149563,0.280909083914956,0.832182944768178,0.0869079713168655,27.4549098196393,0.919090916085044,0.832182944768178,0.905441376145355,0.905441376145355,2.49654883430453,"PFR"
9.2184368737475,0.0800339874166557,0.280033987416655,0.832975293346721,0.0869907192366227,27.6553106212425,0.919966012583344,0.832975293346721,0.905441376146292,0.905441376146292,2.49892588004016,"PFR"
9.28523714094857,0.0791710233528121,0.279171023352812,0.833756656717102,0.0870723199300857,27.8557114228457,0.920828976647188,0.833756656717102,0.905441376147214,0.905441376147214,2.5012699701513,"PFR"
9.35203740814963,0.0783199665650518,0.278319966565052,0.834527238747028,0.08715279468792,28.0561122244489,0.921680033434948,0.834527238747028,0.905441376148122,0.905441376148122,2.50358171624108,"PFR"
9.4188376753507,0.0774805973596534,0.277480597359653,0.835287238356284,0.0872321642840616,28.2565130260521,0.922519402640347,0.835287238356284,0.905441376149016,0.905441376149016,2.50586171506885,"PFR"
9.48563794255177,0.076652701342553,0.276652701342553,0.836036849666129,0.0873104489913177,28.4569138276553,0.923347298657447,0.836036849666129,0.905441376149896,0.905441376149896,2.50811054899839,"PFR"
9.55243820975284,0.0758360692602974,0.275836069260297,0.836776262143295,0.0873876685964068,28.6573146292585,0.924163930739703,0.836776262143295,0.905441376150762,0.905441376150762,2.51032878642989,"PFR"
9.61923847695391,0.075030496846692,0.275030496846692,0.837505660738848,0.087463842414459,28.8577154308617,0.924969503153308,0.837505660738848,0.905441376151616,0.905441376151616,2.51251698221655,"PFR"
9.68603874415498,0.0742357846749105,0.27423578467491,0.838225226022089,0.0875389893030003,29.0581162324649,0.925764215325089,0.838225226022089,0.905441376152456,0.905441376152456,2.51467567806627,"PFR"
